,id,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
864,865,1,1,1,9238,1,1,125.0,1,37,38,9,9,125.0,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74
865,866,1,1,6,9500,1,1,122.0,1,1,1,4,4,119.6,1,0,0,1,0,0,21,0,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79
866,867,1,1,6,9500,1,1,135.0,1,37,1,5,5,126.8,1,0,0,1,0,1,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74
867,868,1,39,1,9500,1,4,150.0,1,3,38,3,7,127.0,1,0,0,1,1,0,26,0,2,7,8,6,13.04666667,0,2,8,10,7,13.30625,0,11.1,0.6,2.02
868,869,1,1,1,171,1,1,124.0,1,1,19,123,103,113.9,1,1,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79
869,870,1,1,1,9254,1,1,135.0,1,38,37,9,7,139.2,0,0,0,1,1,1,19,0,0,6,6,6,13.0,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79
870,871,1,17,1,9670,1,1,128.0,1,19,19,7,7,124.4,0,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79
871,872,1,1,4,9773,1,1,124.0,1,3,12,2,9,137.0,1,0,0,1,1,0,20,0,0,6,6,6,16.83333333,0,0,6,6,6,16.66666667,0,8.9,1.4,3.51
872,873,1,44,1,9085,1,39,140.0,1,19,37,5,7,140.0,1,0,0,1,1,0,19,0,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79
873,874,1,39,1,171,1,1,145.0,1,3,1,2,10,114.5,1,0,0,1,1,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12
874,875,1,1,1,9130,1,1,144.0,1,3,1,1,3,137.7,0,0,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,10.8,1.4,1.74
875,876,1,17,1,9773,1,1,121.0,1,37,37,9,9,122.4,0,0,0,1,0,0,18,0,0,6,7,6,12.85714286,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79
876,877,1,39,1,8014,0,1,140.0,1,37,37,9,7,122.0,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0.0,0,12.4,0.5,1.79
877,878,1,17,2,9853,1,1,123.0,1,3,1,2,3,124.1,1,0,0,1,0,0,18,0,0,6,7,2,14.5,0,0,6,6,1,10.0,0,15.5,2.8,-4.06
878,879,1,18,2,9773,1,1,132.0,24,37,19,9,7,119.1,1,0,0,1,0,1,22,1,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12
879,880,1,17,4,9070,1,1,125.0,1,1,3,3,3,128.9,0,0,0,1,0,1,18,0,0,6,9,5,11.6,0,0,6,8,4,11.2,0,8.9,1.4,3.51
880,881,1,1,1,9254,1,1,126.0,1,1,19,4,4,116.9,0,0,0,1,1,0,18,0,0,6,8,6,13.57142857,0,0,6,7,5,11.8,0,8.9,1.4,3.51
881,882,1,44,1,171,1,39,150.0,1,19,1,9,9,154.8,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79
882,883,4,39,1,8014,0,1,133.1,1,38,37,5,7,144.5,0,0,0,1,0,0,45,0,0,6,13,4,12.5,0,0,6,8,3,11.66666667,0,16.2,0.3,-0.92
883,884,4,39,2,8014,0,1,160.0,1,37,38,7,5,115.0,0,0,0,1,0,1,41,0,0,6,8,6,11.33333333,0,0,6,9,6,11.33333333,0,10.8,1.4,1.74
884,885,1,1,6,9500,1,1,141.0,1,1,38,4,5,125.0,1,0,0,1,0,1,18,0,0,8,8,8,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12
885,886,1,43,1,9070,1,1,160.0,1,1,2,4,2,100.0,0,0,0,1,1,0,38,0,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79
886,887,1,39,1,9991,0,1,150.0,1,1,37,4,6,120.0,0,0,0,1,1,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12.0,0,9.4,-0.8,-3.12
887,888,1,17,1,9773,1,1,125.0,1,3,3,2,3,118.0,1,0,0,1,1,0,19,0,0,6,12,4,10.8,0,0,6,14,3,11.0,0,13.9,-0.3,0.79
888,889,1,1,2,9085,1,1,157.0,1,3,3,5,2,153.9,1,0,0,1,0,0,18,0,0,6,7,6,16.57142857,0,0,6,6,6,15.66666667,0,13.9,-0.3,0.79
889,890,1,1,1,9147,1,1,153.0,1,1,38,4,3,146.7,0,0,0,1,0,0,18,0,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02
890,891,1,1,1,171,1,1,142.0,1,19,19,7,7,142.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79
891,892,1,1,2,9773,1,1,129.0,1,37,37,9,7,117.1,1,0,0,1,0,0,20,0,0,6,12,1,17.0,0,0,6,12,1,17.0,0,9.4,-0.8,-3.12
892,893,1,1,6,9500,1,1,117.0,1,4,12,5,9,119.8,1,0,0,1,0,0,18,0,0,7,7,7,13.87714286,0,0,8,8,8,15.6625,0,12.4,0.5,1.79
893,894,1,1,1,9670,1,1,141.0,1,2,1,2,4,140.7,1,0,0,1,1,0,20,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32
894,895,2,39,1,9991,0,1,100.0,1,37,37,1,1,161.9,0,0,0,1,1,0,59,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92
895,896,1,1,1,9773,1,1,151.0,1,38,37,9,5,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74
896,897,1,43,1,9670,1,39,110.0,1,19,3,7,10,110.0,0,0,0,1,0,0,21,0,0,6,8,5,11.83333333,0,0,6,8,4,13.25,2,16.2,0.3,-0.92
897,898,1,1,4,171,1,1,127.0,1,1,1,9,5,124.2,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12
898,899,1,17,1,9085,1,1,125.0,1,1,37,4,9,117.0,1,0,0,1,0,1,19,0,0,5,6,4,12.0,0,0,5,8,5,13.33333333,1,10.8,1.4,1.74
899,900,1,1,1,9147,1,1,140.0,1,19,19,7,3,120.0,1,0,0,1,1,0,21,0,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7
900,901,1,39,1,9238,1,1,133.1,1,37,29,0,4,120.5,0,0,0,0,1,0,32,0,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32
901,902,1,1,1,9085,1,1,121.0,1,37,38,6,9,121.0,0,0,0,1,0,0,19,0,0,5,9,4,13.75,1,0,5,8,4,14.5,0,7.6,2.6,0.32
902,903,2,7,1,9130,1,2,110.0,1,19,19,4,8,110.0,1,0,0,1,1,0,37,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92
903,904,1,1,2,9670,1,1,144.0,1,37,38,9,9,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12
904,905,1,1,5,9500,1,1,126.0,1,1,19,6,7,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,12.4,0.5,1.79
905,906,1,17,2,9238,1,1,133.0,1,37,37,9,4,123.6,0,0,0,1,0,1,19,0,0,6,7,6,14.14285714,0,0,6,6,6,15.0,0,13.9,-0.3,0.79
906,907,1,1,1,9254,1,1,133.1,1,3,1,2,4,125.0,0,0,0,1,1,0,21,0,0,6,10,5,11.33333333,0,0,6,14,2,11.5,0,12.7,3.7,-1.7
907,908,1,1,3,9500,1,1,137.0,1,38,38,5,7,122.7,1,0,0,1,0,1,18,0,0,7,8,7,13.77857143,0,0,8,10,8,13.12222222,0,16.2,0.3,-0.92
908,909,1,1,1,9773,1,1,132.0,1,2,1,9,9,126.4,1,1,0,1,0,1,18,0,0,6,9,6,11.16666667,0,0,6,11,5,12.4,0,10.8,1.4,1.74
909,910,1,1,1,9147,1,1,138.0,1,37,37,194,171,131.0,1,0,0,1,0,0,19,0,0,5,9,4,11.0,0,0,5,8,3,10.66666667,0,12.4,0.5,1.79
910,911,1,1,3,9500,1,1,153.0,6,37,37,9,9,131.8,1,0,0,1,0,0,18,1,0,7,7,6,14.71666667,0,0,7,7,6,14.71666667,0,7.6,2.6,0.32
911,912,1,1,6,9773,1,1,141.0,1,30,37,7,7,128.4,1,0,1,0,0,0,18,0,0,6,8,5,13.0,0,0,6,8,5,11.4,0,7.6,2.6,0.32
912,913,1,39,2,9556,1,1,133.1,1,3,1,2,4,136.1,0,0,0,1,1,0,26,0,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79
913,914,1,7,1,9238,1,3,130.0,1,1,1,4,10,125.1,0,0,1,0,0,0,27,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92
914,915,1,39,1,9254,1,9,133.1,1,34,34,0,0,110.0,1,0,0,0,0,0,28,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32
915,916,1,43,1,9070,1,1,150.0,1,3,39,3,7,126.4,0,0,0,1,1,0,26,0,5,7,8,7,13.28571429,0,3,8,11,7,12.14285714,0,12.4,0.5,1.79
916,917,1,17,4,9500,1,1,136.0,1,1,1,4,9,128.5,1,0,0,1,0,0,18,0,0,7,7,6,12.76666667,0,0,7,7,6,12.76666667,0,7.6,2.6,0.32
917,918,1,1,1,9500,1,1,135.0,1,2,1,2,8,126.6,0,0,0,1,0,1,19,0,0,7,7,7,12.90142857,0,0,8,9,8,13.09444444,0,11.1,0.6,2.02
918,919,1,1,2,9670,1,1,123.0,1,19,1,9,3,117.8,1,0,0,1,0,0,18,0,0,6,6,6,13.83333333,0,0,6,11,6,14.55555556,0,10.8,1.4,1.74
919,920,1,1,1,9991,0,1,130.0,1,2,37,3,9,131.4,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.42857143,0,13.9,-0.3,0.79
920,921,1,17,1,171,1,1,136.0,1,38,38,7,7,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06
921,922,1,17,3,9500,1,1,145.0,1,12,1,4,10,139.8,1,0,0,1,0,0,18,0,0,7,7,7,13.68571429,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79
922,923,2,39,1,9500,1,19,133.1,1,38,38,2,10,120.0,0,0,0,1,0,0,37,0,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92
923,924,1,1,1,9147,1,1,127.0,1,1,19,5,7,130.5,1,0,0,1,0,1,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12
924,925,1,1,1,9085,1,1,120.0,1,38,19,9,3,112.7,0,0,0,1,1,0,19,0,0,6,7,6,14.85714286,0,0,6,8,6,14.14285714,0,11.1,0.6,2.02
925,926,1,39,1,9991,0,1,133.1,1,37,37,90,8,128.2,0,0,0,1,0,0,33,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7
926,927,2,39,1,9773,1,19,133.1,1,37,37,9,6,110.0,0,0,0,0,0,0,53,0,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06
927,928,2,7,1,9500,1,3,130.0,1,37,37,9,5,130.0,0,0,0,1,0,0,32,0,0,7,9,7,13.76111111,0,1,8,11,7,12.06375,0,15.5,2.8,-4.06
928,929,1,16,3,9773,1,1,138.0,1,37,38,4,9,134.2,1,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02
929,930,1,1,1,9070,1,1,131.0,1,3,3,3,3,135.9,0,0,0,1,0,1,21,0,1,6,8,6,12.57142857,1,0,6,8,6,11.625,0,13.9,-0.3,0.79
930,931,2,43,1,9991,0,1,100.0,1,37,37,9,9,128.2,0,0,0,1,1,0,46,0,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32
931,932,1,43,1,9085,1,1,162.0,1,2,1,4,4,162.0,0,0,0,1,0,0,19,0,0,6,7,6,15.0,0,0,6,8,6,15.625,0,12.4,0.5,1.79
932,933,1,39,1,9119,1,19,133.1,1,19,19,5,3,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74
933,934,1,1,1,9238,1,1,125.0,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.33333333,0,15.5,2.8,-4.06
934,935,1,1,1,9085,1,1,145.0,1,38,38,9,10,139.8,1,0,0,1,0,0,20,0,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7
935,936,1,44,1,9130,1,39,120.0,1,3,1,2,4,120.0,1,0,0,1,0,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79
936,937,1,1,1,9773,1,1,121.0,1,1,3,3,7,113.0,1,0,0,1,1,1,18,0,0,6,7,6,11.66666667,0,0,6,12,5,10.2,0,12.4,0.5,1.79
937,938,1,1,3,9773,1,1,161.0,22,37,37,9,9,137.9,0,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74
938,939,2,1,1,9254,1,1,140.0,1,19,38,4,7,133.0,0,0,0,1,1,0,33,0,3,9,11,9,12.8,0,2,7,9,7,11.42857143,0,12.7,3.7,-1.7
939,940,1,39,1,8014,0,19,133.1,1,19,19,144,141,131.5,0,0,1,1,0,1,39,0,0,6,9,6,11.83333333,0,0,6,9,4,13.75,0,11.1,0.6,2.02
940,941,1,1,5,9500,1,1,111.0,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79
941,942,1,18,1,9070,1,1,117.0,1,1,37,4,7,127.9,1,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12
942,943,1,1,4,9500,1,1,136.0,1,19,38,4,8,125.5,1,0,0,1,0,1,21,0,0,7,7,6,14.03333333,0,0,7,7,6,14.03333333,0,7.6,2.6,0.32
943,944,1,1,1,9085,1,1,138.0,1,1,1,4,7,132.1,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74
944,945,1,17,4,9500,1,1,138.0,1,3,1,2,5,134.5,1,0,0,1,0,0,18,0,0,7,7,7,13.45714286,0,0,8,8,8,15.125,0,13.9,-0.3,0.79
945,946,1,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,0,0,0,1,1,0,23,0,0,6,10,6,13.0,0,0,6,9,6,12.0,0,11.1,0.6,2.02
946,947,1,51,1,9070,1,1,130.0,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02
947,948,2,39,1,9003,1,1,130.0,1,38,37,9,9,144.0,0,0,0,1,0,0,29,0,13,18,20,18,15.44444444,0,11,13,13,13,15.30769231,0,15.5,2.8,-4.06
948,949,2,39,1,8014,0,1,120.0,1,37,37,9,6,117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74
949,950,1,1,1,171,1,1,124.0,1,19,1,9,9,121.2,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74
950,951,1,43,1,9085,1,39,150.0,1,38,37,6,6,150.0,1,0,0,1,0,1,21,0,2,7,15,3,13.0,2,1,5,12,5,13.28571429,1,10.8,1.4,1.74
951,952,1,1,4,9500,1,1,135.0,1,37,37,9,8,123.0,1,0,0,1,0,1,18,0,0,8,8,7,13.38142857,0,0,8,8,7,13.38142857,0,10.8,1.4,1.74
952,953,1,17,4,9670,1,1,126.0,1,38,19,9,6,119.4,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,9,5,13.8,0,8.9,1.4,3.51
953,954,1,1,3,9500,1,1,113.0,1,3,1,134,135,107.8,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79
954,955,1,39,1,9991,0,1,120.0,1,34,34,0,0,120.5,1,0,0,1,1,0,30,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32
955,956,1,17,6,9500,1,1,148.0,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79
956,957,1,1,1,9003,1,1,148.0,1,19,37,9,9,131.6,1,0,0,1,1,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.30769231,0,15.5,2.8,-4.06
957,958,1,43,1,9773,1,1,123.0,1,19,19,9,8,134.0,0,0,0,1,0,1,20,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79
958,959,4,43,1,9238,1,1,120.0,1,37,37,9,9,110.0,0,0,1,1,0,0,34,0,0,6,13,4,11.25,0,0,6,8,4,13.75,0,13.9,-0.3,0.79
959,960,1,43,1,9773,1,1,129.0,1,1,1,4,8,129.0,0,0,0,0,0,0,21,0,0,6,7,6,12.0,0,0,6,6,6,12.0,0,10.8,1.4,1.74
960,961,1,42,1,9773,1,6,120.0,1,34,34,0,0,122.0,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.33333333,0,7.6,2.6,0.32
961,962,1,1,2,9500,1,1,139.0,1,4,1,2,10,136.4,1,0,0,1,0,0,19,0,0,7,9,7,13.42222222,0,0,8,11,7,12.18888889,0,15.5,2.8,-4.06
962,963,1,17,3,9119,1,1,115.0,1,3,1,3,3,116.1,1,0,0,0,1,0,18,0,0,5,8,5,12.5,0,0,5,7,5,13.57142857,0,12.4,0.5,1.79
963,964,1,1,3,9085,1,1,133.0,1,1,38,9,90,128.2,0,0,0,1,0,0,21,0,0,5,7,5,12.0,0,0,5,7,4,12.5,0,7.6,2.6,0.32
964,965,1,1,1,171,1,1,150.0,1,3,3,2,5,154.6,1,0,0,1,0,0,19,0,6,12,13,12,12.33333333,0,4,11,12,10,12.72727273,0,8.9,1.4,3.51
965,966,1,44,1,9003,1,39,130.0,1,5,3,2,2,130.0,0,0,0,1,1,0,20,0,1,7,13,3,10.66666667,0,0,6,14,2,11.5,0,15.5,2.8,-4.06
966,967,1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.66666667,0,0,5,11,2,12.0,0,13.9,-0.3,0.79
967,968,1,1,1,9085,1,1,131.0,1,37,37,90,90,137.0,0,0,0,1,0,0,18,0,0,5,5,5,14.0,0,0,5,6,5,15.4,0,7.6,2.6,0.32
968,969,1,17,4,9147,1,1,135.0,1,19,1,0,4,128.7,1,0,0,1,1,0,22,0,0,5,8,2,10.5,0,0,5,10,0,0.0,0,7.6,2.6,0.32
969,970,1,1,1,171,1,1,146.0,1,40,43,4,4,150.2,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02
970,971,1,17,1,9147,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79
971,972,1,17,3,9773,1,1,127.0,1,19,19,5,8,120.0,0,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51
972,973,1,17,6,9147,1,1,133.0,1,19,38,5,6,123.2,1,0,0,1,1,0,20,0,0,5,7,3,12.66666667,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12
973,974,1,1,5,9500,1,1,101.0,1,1,1,3,4,102.4,0,0,0,1,0,0,20,0,0,7,9,5,12.04,0,0,7,9,6,11.77142857,0,12.4,0.5,1.79
974,975,1,1,1,171,1,1,174.0,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79
975,976,1,1,1,9500,1,1,162.0,1,3,4,3,3,154.1,0,0,0,1,0,0,18,0,0,7,7,7,14.45,0,0,8,9,8,14.14444444,0,11.1,0.6,2.02
976,977,2,39,1,9003,1,1,140.0,1,37,37,9,6,104.8,0,0,0,1,0,0,46,0,14,19,24,19,12.21052632,0,11,13,13,13,11.38461538,0,15.5,2.8,-4.06
977,978,1,1,3,9773,1,1,143.0,11,19,19,4,9,133.9,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13.0,0,16.2,0.3,-0.92
978,979,1,1,1,171,1,1,133.0,1,37,19,9,8,141.4,0,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79
979,980,1,17,1,9070,1,1,122.0,1,1,1,4,8,123.8,1,0,1,0,0,1,18,0,0,6,6,6,11.83333333,0,0,6,8,6,11.0,0,12.7,3.7,-1.7
980,981,1,1,1,9853,1,1,133.0,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9,5,14.33333333,0,4,8,8,8,12.625,0,15.5,2.8,-4.06
981,982,1,7,1,9500,1,3,120.0,1,37,37,4,5,120.0,0,0,1,0,0,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79
982,983,1,17,4,9773,1,1,127.0,1,1,19,4,1,115.8,1,0,0,1,0,0,18,0,0,6,7,6,12.57142857,0,0,6,6,6,13.66666667,0,13.9,-0.3,0.79
983,984,1,42,1,9119,1,1,120.0,1,5,5,2,2,115.0,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06
984,985,2,39,1,9500,1,38,133.1,1,37,37,9,3,146.6,0,0,0,1,1,0,37,0,0,7,8,7,12.82857143,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79
985,986,1,17,5,9670,1,1,125.0,1,19,30,7,7,118.4,1,0,0,1,0,1,19,0,0,5,8,3,10.5,0,0,5,6,4,11.75,1,7.6,2.6,0.32
986,987,1,39,2,9556,1,1,130.0,1,19,19,4,5,100.0,0,0,0,1,1,1,25,0,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06
987,988,1,17,5,171,1,1,122.0,1,19,12,5,9,127.3,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74
988,989,1,17,1,9773,1,1,128.0,1,19,38,5,7,125.6,1,0,0,1,1,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51
989,990,1,18,1,9147,1,1,119.0,1,37,37,7,7,112.0,1,0,0,0,1,0,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12
990,991,1,1,1,9500,1,1,143.0,1,38,38,9,9,138.8,1,0,0,1,0,0,31,0,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02
991,992,1,1,3,9500,1,1,130.0,1,37,38,9,5,130.5,1,0,0,1,0,0,19,0,0,7,7,6,12.45,0,0,7,7,6,12.45,0,7.6,2.6,0.32
992,993,1,18,6,9500,1,1,142.0,1,38,37,9,5,128.0,1,0,0,0,0,0,19,0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02
993,994,1,1,1,9773,1,1,108.0,1,34,38,0,3,105.9,0,0,0,1,1,0,20,0,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32
994,995,1,1,2,9147,1,1,108.0,1,1,19,4,4,105.9,1,0,0,1,1,0,21,0,0,5,9,4,10.75,0,0,5,6,5,11.4,0,11.1,0.6,2.02
995,996,1,51,1,9085,1,1,127.0,1,3,3,2,8,138.8,1,0,0,1,0,0,22,0,4,12,19,11,14.15384615,0,5,12,20,12,15.42857143,0,8.9,1.4,3.51
996,997,1,1,4,9500,1,1,147.0,1,1,1,4,9,124.5,1,0,0,1,0,1,19,0,0,8,11,7,12.86,0,0,8,11,7,12.86,0,10.8,1.4,1.74
997,998,1,1,1,9238,1,1,133.1,1,1,1,3,4,112.0,0,0,0,1,1,0,19,0,0,6,7,6,12.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79
998,999,1,1,1,9500,1,1,140.0,1,19,38,7,8,129.9,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92
999,1000,1,17,5,9254,1,1,121.0,1,1,19,4,7,116.5,1,0,0,0,1,0,18,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12
1000,1001,1,1,2,9238,1,1,147.0,1,19,38,9,8,135.8,1,0,0,1,0,1,19,0,0,6,8,6,12.71428571,0,0,6,12,5,11.0,0,13.9,-0.3,0.79
1001,1002,1,17,1,9003,1,1,126.0,1,37,3,5,2,116.9,0,0,0,1,1,0,19,0,0,6,10,6,13.66666667,0,0,6,10,4,12.25,0,13.9,-0.3,0.79
1002,1003,1,1,1,9238,1,1,151.0,1,19,38,9,9,157.0,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32
1003,1004,1,17,1,9500,1,1,150.0,1,37,37,9,9,130.3,0,0,0,1,0,1,19,0,0,8,8,7,15.11428571,0,0,8,8,7,15.11428571,0,12.7,3.7,-1.7
1004,1005,1,1,1,9670,1,1,123.0,1,12,1,9,9,119.2,1,0,0,1,0,1,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79
1005,1006,1,1,3,9773,1,1,138.0,1,3,1,2,3,135.9,1,0,0,1,0,0,18,0,0,6,7,6,14.85714286,0,0,6,6,6,14.66666667,0,13.9,-0.3,0.79
1006,1007,1,17,1,9254,1,1,128.0,1,19,1,5,7,120.7,1,0,1,1,0,0,18,0,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,13.9,-0.3,0.79
1007,1008,1,1,1,9130,1,1,110.0,1,3,19,2,9,105.5,1,0,1,0,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02
1008,1009,2,39,1,9003,1,1,130.0,1,1,37,9,1,122.0,0,0,1,0,1,0,25,0,3,10,23,6,11.42857143,0,2,7,15,4,12.0,1,15.5,2.8,-4.06
1009,1010,1,1,5,9254,1,1,128.0,1,19,1,7,10,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.66666667,0,8.9,1.4,3.51
